Platform,Subject,Category/Unit,Module/Topic,Rating,MCQs
Marrow,Medicine,RHEUMATOLOGY AND IMMUNOLOGY,Sjogren's Syndrome and Scleroderma,4.4,17
Marrow,Medicine,RHEUMATOLOGY AND IMMUNOLOGY,Sarcoidosis,4.5,14
Marrow,Medicine,RHEUMATOLOGY AND IMMUNOLOGY,Dermatomyositis and Related Disorders,4.5,16
Marrow,Medicine,RHEUMATOLOGY AND IMMUNOLOGY,Seronegative Spondyloarthritides,4.5,17
Marrow,Medicine,RHEUMATOLOGY AND IMMUNOLOGY,SLE and APS,4.5,22
Marrow,Medicine,RHEUMATOLOGY AND IMMUNOLOGY,Rheumatoid Arthritis,4.5,20
Marrow,Medicine,RESPIRATORY SYSTEM,Asthma & COPD,4.5,24
Marrow,Medicine,RESPIRATORY SYSTEM,Pneumonia,4.4,20
Marrow,Medicine,RESPIRATORY SYSTEM,Interstitial Lung Diseases and pneumoconiosis,4.5,20
Marrow,Medicine,RESPIRATORY SYSTEM,Bronchiectasis and Lung Abscess,4.4,19
Marrow,Medicine,RESPIRATORY SYSTEM,Pulmonary Function Tests,4.5,11
Marrow,Medicine,RESPIRATORY SYSTEM,Respiratory Failure and ARDS,4.5,7
Marrow,Medicine,RESPIRATORY SYSTEM,Neoplasms of the Lung,4.4,13
Marrow,Medicine,RESPIRATORY SYSTEM,Sleep apnea,4.5,8
Marrow,Medicine,RENAL SYSTEM,Urine Analysis,4.4,14
Marrow,Medicine,RENAL SYSTEM,Chronic Kidney Disease,4.5,26
Marrow,Medicine,RENAL SYSTEM,Acute Kidney Injury,4.4,18
Marrow,Medicine,RENAL SYSTEM,Renal Replacement Therapy,4.4,24
Marrow,Medicine,RENAL SYSTEM,Cystic and Inherited Disorders of the Kidney,4.3,14
Marrow,Medicine,RENAL SYSTEM,Renal Tubular Disorders,4.4,14
Marrow,Medicine,RENAL SYSTEM,Vascular Diseases of Kidney,4.4,10
Marrow,Medicine,CARDIOVASCULAR SYSTEM,Diagnosis of cardiovascular disorders,4.5,31
Marrow,Medicine,CARDIOVASCULAR SYSTEM,ECG Basics,4.5,22
Marrow,Medicine,CARDIOVASCULAR SYSTEM,Supraventricular Arrhythmias,4.5,22
Marrow,Medicine,CARDIOVASCULAR SYSTEM,Ventricular Arrhythmias and Heart Blocks,4.5,23
Marrow,Medicine,CARDIOVASCULAR SYSTEM,Valvular Heart Diseases,4.5,23
Marrow,Medicine,CARDIOVASCULAR SYSTEM,Infective Endocarditis and Acute rheumatic fever,4.5,29
Marrow,Medicine,CARDIOVASCULAR SYSTEM,Hypertensive Vascular Disease,4.5,16
Marrow,Medicine,CARDIOVASCULAR SYSTEM,Ischemic Heart Disease - Presentation and Diagnosis,4.5,23
Marrow,Medicine,CARDIOVASCULAR SYSTEM,Ischemic Heart Disease - Complications and Management,4.4,23
Marrow,Medicine,CARDIOVASCULAR SYSTEM,Cardiomyopathy and Myocarditis,4.4,16
Marrow,Medicine,CARDIOVASCULAR SYSTEM,Heart Failure,4.4,18
Marrow,Medicine,CARDIOVASCULAR SYSTEM,Pericardial Diseases,4.5,13
Marrow,Medicine,CARDIOVASCULAR SYSTEM,Pulmonary Hypertension,4.4,7
Marrow,Medicine,CARDIOVASCULAR SYSTEM,Diseases of Aorta and Peripheral Arteries,4.4,11
Marrow,Medicine,CARDIOVASCULAR SYSTEM,DVT and Pulmonary Embolism,4.4,18
Marrow,Medicine,NERVOUS SYSTEM,"General Neurology, Brain Death, and GCS",4.4,18
Marrow,Medicine,NERVOUS SYSTEM,Seizures and Epilepsy,4.5,28
Marrow,Medicine,NERVOUS SYSTEM,Ischemic Stroke,4.5,26
Marrow,Medicine,NERVOUS SYSTEM,Brainstem Syndromes and Hemorrhagic Stroke,4.5,26
Marrow,Medicine,NERVOUS SYSTEM,Peripheral Neuropathy,4.4,15
Marrow,Medicine,NERVOUS SYSTEM,Guillain-Barre Syndrome and Other Immune-mediated Neuropathies,4.5,21
Marrow,Medicine,NERVOUS SYSTEM,Diseases of the Spinal Cord,4.5,18
Marrow,Medicine,NERVOUS SYSTEM,Myasthenia gravis and Other Neuromuscular Junction Disorders,4.4,16
Marrow,Medicine,NERVOUS SYSTEM,Multiple Sclerosis & Other Demyelinating Disorders,4.4,17
Marrow,Medicine,NERVOUS SYSTEM,Headache Disorders,4.5,20
Marrow,Medicine,NERVOUS SYSTEM,Movement Disorders,4.5,32
Marrow,Medicine,NERVOUS SYSTEM,ALS and Other Motor Neuron Diseases,4.5,11
Marrow,Medicine,NERVOUS SYSTEM,Ataxic Disorders,4.4,10
Marrow,Medicine,NERVOUS SYSTEM,Cranial Nerve Disorders,4.4,17
Marrow,Medicine,NERVOUS SYSTEM,Infections of the Nervous System,4.5,12
Marrow,Medicine,BLOOD DISORDERS,Hypoproliferative Anemia,4.5,22
Marrow,Medicine,BLOOD DISORDERS,Macrocytic Anemia,4.5,17
Marrow,Medicine,BLOOD DISORDERS,Hemolytic Anemia,4.5,23
Marrow,Medicine,BLOOD DISORDERS,Myeloproliferative Disorders and Aplastic Anemia,4.5,17
Marrow,Medicine,BLOOD DISORDERS,Platelet Disorders,4.5,30
Marrow,Medicine,BLOOD DISORDERS,Acute Leukemia,4.5,24
Marrow,Medicine,BLOOD DISORDERS,Plasma Cell Disorders,4.5,18
Marrow,Medicine,BLOOD DISORDERS,Chronic Myeloid Leukemia and Chronic Lymphoid Leukemia,4.4,14
Marrow,Medicine,BLOOD DISORDERS,Lymphomas,4.5,28
Marrow,Medicine,BLOOD DISORDERS,Coagulation Disorders,4.5,25
Marrow,Medicine,BLOOD DISORDERS,Haemoglobinopathies,4.5,9
Marrow,Medicine,BLOOD DISORDERS,Blood Bank & Transfusion Medicine,4.5,16
Marrow,Medicine,INFECTIOUS DISEASES,HIV / AIDS - Epidemiology and Clinical Features,4.5,18
Marrow,Medicine,INFECTIOUS DISEASES,HIV / AIDS - Management and Prophylaxis,4.5,21
Marrow,Medicine,COVID 19,COVID 19 - Epidemiology and Clinical Features,4.6,13
Marrow,Medicine,COVID 19,COVID 19 - Investigations,4.6,13
Marrow,Medicine,COVID 19,COVID 19 - Treatment,4.5,13
Marrow,Medicine,COVID 19,COVID 19 - Prophylaxis and Complications,4.6,14
Marrow,Surgery,GENERAL SURGERY,"Fluids, Electrolytes & Nutrition",4.5,23
Marrow,Surgery,GENERAL SURGERY,Shock and Blood Transfusion,4.5,20
Marrow,Surgery,GENERAL SURGERY,Instruments & Sutures,4.5,36
Marrow,Surgery,GENERAL SURGERY,Paediatric Surgery,4.5,22
Marrow,Surgery,GENERAL SURGERY,"Trauma - Scores, Investigations and Assessment",4.5,20
Marrow,Surgery,GENERAL SURGERY,"Trauma - Spinal, Thoracic and Abdominal Injuries",4.6,33
Marrow,Surgery,BREAST,"Breast - Anatomy, Congenital and Benign Diseases",4.5,24
Marrow,Surgery,BREAST,Carcinoma Breast - Risk Factors and Types,4.5,16
Marrow,Surgery,BREAST,Investigations in Breast diseases,4.5,21
Marrow,Surgery,BREAST,"Carcinoma Breast - Staging, Prognosis & Molecular Types",4.5,13
Marrow,Surgery,BREAST,Carcinoma Breast - Treatment,4.5,29
Marrow,Surgery,ENDOCRINE SYSTEM,Benign Lesions of Thyroid,4.5,24
Marrow,Surgery,ENDOCRINE SYSTEM,Thyroid Malignancies,4.5,27
Marrow,Surgery,ENDOCRINE SYSTEM,The Parathyroids,4.4,22
Marrow,Surgery,ENDOCRINE SYSTEM,The Adrenals,4.4,16
Marrow,Surgery,UPPER GI SURGERY,"Esophagus - Congenital, Motility & Inflammatory Disorders",4.6,26
Marrow,Surgery,UPPER GI SURGERY,Esophagus - GERD & Carcinoma,4.5,19
Marrow,Surgery,UPPER GI SURGERY,Stomach and Duodenum,4.6,28
Marrow,Surgery,UPPER GI SURGERY,Carcinoma Stomach,4.6,20
Marrow,Surgery,UPPER GI SURGERY,Metabolic & Bariatric Surgery,4.5,14
Marrow,Surgery,LOWER GI & HERNIA SURGERY,Small Intestine,4.5,31
Marrow,Surgery,LOWER GI & HERNIA SURGERY,Large Intestine,4.5,30
Marrow,Surgery,LOWER GI & HERNIA SURGERY,Appendix,4.6,24
Marrow,Surgery,LOWER GI & HERNIA SURGERY,Polyps and Colorectal Carcinoma,4.5,36
Marrow,Surgery,LOWER GI & HERNIA SURGERY,Rectum,4.5,21
Marrow,Surgery,LOWER GI & HERNIA SURGERY,Anus and Anal Canal,4.5,23
Marrow,Surgery,LOWER GI & HERNIA SURGERY,Hernia,4.5,32
Marrow,Surgery,HEPATO-BILIARY SURGERY,Benign Conditions of Liver,4.5,31
Marrow,Surgery,HEPATO-BILIARY SURGERY,Benign Tumors of Liver,4.6,13
Marrow,Surgery,HEPATO-BILIARY SURGERY,Malignant Tumors of Liver,4.5,22
Marrow,Surgery,HEPATO-BILIARY SURGERY,Gall Bladder,4.5,30
Marrow,Surgery,HEPATO-BILIARY SURGERY,Bile Duct,4.5,14
Marrow,Surgery,SPLEEN & PANCREATIC SURGERY,Spleen,4.6,17
Marrow,Surgery,SPLEEN & PANCREATIC SURGERY,Endocrine Pancreas,4.6,16
Marrow,Surgery,SPLEEN & PANCREATIC SURGERY,Congenital Anomalies and Acute Pancreatitis,4.6,23
Marrow,Surgery,SPLEEN & PANCREATIC SURGERY,Chronic Pancreatitis,4.5,23
Marrow,Surgery,SPLEEN & PANCREATIC SURGERY,Carcinoma Pancreas,4.5,22
Marrow,Surgery,UROLOGY,Congenital Diseases of Kidney and Urinary Calculi,4.5,24
Marrow,Surgery,UROLOGY,Infections and Tumors of Kidney,4.5,25
Marrow,Surgery,UROLOGY,Urinary Bladder and Ureters,4.4,23
Marrow,Surgery,UROLOGY,Prostate,4.5,21
Marrow,Surgery,UROLOGY,Urethra and Penis,4.4,17
Marrow,Surgery,UROLOGY,Testes and Scrotum,4.5,22
Marrow,Surgery,NEUROSURGERY,Head Injury,4.5,22
Marrow,Surgery,HEAD AND NECK,Oral Cavity & Salivary glands,4.5,30
Marrow,Surgery,PLASTIC SURGERY,Burns,4.5,25
Marrow,Surgery,PLASTIC SURGERY,"Wound Healing, Tissue Repair & Scar",4.5,27
Marrow,Surgery,PLASTIC SURGERY,Reconstructive Surgery,4.4,19
Marrow,Surgery,CARDIOTHORACIC & VASCULAR SURGERY,Thorax & Lungs,4.5,29
Marrow,Surgery,CARDIOTHORACIC & VASCULAR SURGERY,Ischemic Arterial Diseases,4.5,25
Marrow,Surgery,CARDIOTHORACIC & VASCULAR SURGERY,"Arterial Aneurysms, Dissections and Malformations",4.6,18
Marrow,Surgery,CARDIOTHORACIC & VASCULAR SURGERY,Venous Diseases,4.5,26
Marrow,Surgery,CARDIOTHORACIC & VASCULAR SURGERY,Lymphatic Diseases,4.5,12
Marrow,Surgery,SKIN,Skin Malignancies,4.5,30
Marrow,Orthopaedics,FRACTURE AND ITS COMPLICATIONS,Basics of fracture and its management,4.5,19
Marrow,Orthopaedics,FRACTURE AND ITS COMPLICATIONS,Complications of fracture,4.5,18
Marrow,Orthopaedics,NECK,Regional conditions of neck,4.5,14
Marrow,Orthopaedics,UPPER LIMB,"Injuries of clavicle, shoulder and arm",4.5,19
Marrow,Orthopaedics,UPPER LIMB,Injuries of elbow and forearm,4.5,18
Marrow,Orthopaedics,UPPER LIMB,Injuries of hand,4.5,12
Marrow,Orthopaedics,UPPER LIMB,Regional conditions of the upper limb,4.5,12
Marrow,Orthopaedics,LOWER LIMB,Dislocations of the Hip joint,4.5,12
Marrow,Orthopaedics,LOWER LIMB,Fractures of femur,4.5,22
Marrow,Orthopaedics,LOWER LIMB,"Injuries of knee, leg and foot",4.4,18
Marrow,Orthopaedics,LOWER LIMB,AVN and Regional conditions of lower limb,4.5,14
Marrow,Orthopaedics,SPINE & PELVIS,Injuries of spine,4.5,23
Marrow,Orthopaedics,SPINE & PELVIS,Regional Conditions of Spine,4.4,12
Marrow,Orthopaedics,SPINE & PELVIS,Spondylolisthesis & IVDP,4.4,15
Marrow,Orthopaedics,SPINE & PELVIS,Injuries of Pelvis,4.4,9
Marrow,Orthopaedics,BONE AND JOINT INFECTIONS,Infections of the bone,4.5,19
Marrow,Orthopaedics,BONE AND JOINT INFECTIONS,Skeletal Tuberculosis,4.5,13
Marrow,Orthopaedics,PAEDIATRIC ORTHOPAEDICS,Fractures in children,4.5,12
Marrow,Orthopaedics,PAEDIATRIC ORTHOPAEDICS,"CTEV, Genu varum and valgum",4.4,13
Marrow,Orthopaedics,PAEDIATRIC ORTHOPAEDICS,"Congenital malformations, Perthes disease and SCFE",4.5,19
Marrow,Orthopaedics,METABOLIC BONE DISEASES,Metabolic Bone Diseases in Children,4.5,11
Marrow,Orthopaedics,METABOLIC BONE DISEASES,Osteoporosis and Osteomalacia,4.4,15
Marrow,Orthopaedics,METABOLIC BONE DISEASES,Paget's Disease and Hyperparathyroidism,4.5,17
Marrow,Orthopaedics,ARTHRITIS & OTHER JOINT DISORDERS,Rheumatoid Arthritis and Osteoarthritis,4.5,15
Marrow,Orthopaedics,ARTHRITIS & OTHER JOINT DISORDERS,Spondyloarthropathies and Crystal arthropathies,4.5,13
Marrow,Orthopaedics,NERVE INJURIES,Nerve Injuries,4.5,18
Marrow,Orthopaedics,BONE TUMORS,Benign Tumors Of Bone,4.5,29
Marrow,Orthopaedics,BONE TUMORS,Malignant Tumors of Bone,4.5,27
Marrow,Orthopaedics,INSTRUMENTS IN ORTHOPAEDICS,"Implants, splints and traction",4.5,14
Marrow,Orthopaedics,ADVANCED ORTHOPAEDICS & MANAGEMENT,"Trauma amputations, prosthetics and joint replacement surgery",4.5,19
Marrow,Orthopaedics,ADVANCED ORTHOPAEDICS & MANAGEMENT,Sports Injury,4.5,10
Marrow,Paediatrics,NEONATOLOGY,Basics of Neonatology and Routine Newborn Care,4.5,17
Marrow,Paediatrics,NEONATOLOGY,Disorders of Newborn,4.5,19
Marrow,Paediatrics,NEONATOLOGY,Diseases in Neonates requiring Special Care,4.5,18
Marrow,Paediatrics,NEONATOLOGY,Apgar score and Neonatal Resuscitation,4.5,12
Marrow,Paediatrics,GROWTH AND DEVELOPMENT,Developmental Milestones,4.5,21
Marrow,Paediatrics,GROWTH AND DEVELOPMENT,Facets of Growth and Development,4.4,17
Marrow,Paediatrics,NUTRITION,Nutrition and Breastfeeding,4.5,19
Marrow,Paediatrics,NUTRITION,Protein Energy Malnutrition,4.5,14
Marrow,Paediatrics,NUTRITION,Deficiency of Fat Soluble Vitamins,4.5,20
Marrow,Paediatrics,NUTRITION,Deficiency of Water-soluble Vitamins & Trace Elements,4.5,16
Marrow,Paediatrics,FLUIDS AND ELECTROLYTES,Fluid and Electrolyte Disorders,4.5,16
Marrow,Paediatrics,GENETIC DISORDERS,Mendelian and Non-Mendelian Disorders,4.5,27
Marrow,Paediatrics,GENETIC DISORDERS,Chromosomal Disorders,4.4,22
Marrow,Paediatrics,METABOLIC DISORDERS,Metabolic Disorders of Amino Acids,4.5,26
Marrow,Paediatrics,METABOLIC DISORDERS,"Metabolic Disorders of Urea Cycle, Complex Molecules, and Carbohydrates",4.5,23
Marrow,Paediatrics,CHILDHOOD INFECTIONS,Polio and AIDS,4.4,20
Marrow,Paediatrics,CHILDHOOD INFECTIONS,Paediatric Bacterial and Parasitic Infections,4.5,27
Marrow,Paediatrics,CHILDHOOD INFECTIONS,"Measles, Mumps, Rubella and Other Viral Infections",4.4,25
Marrow,Paediatrics,GASTROINTESTINAL SYSTEM,Surgical GI Disorders,4.5,20
Marrow,Paediatrics,GASTROINTESTINAL SYSTEM,Medical GI Disorders,4.5,16
Marrow,Paediatrics,GASTROINTESTINAL SYSTEM,Disorders of the Liver,4.4,20
Marrow,Paediatrics,RESPIRATORY SYSTEM,Neonatal Respiratory Disorders,4.5,22
Marrow,Paediatrics,RESPIRATORY SYSTEM,Childhood Respiratory Disorders,4.5,32
Marrow,Paediatrics,CARDIOVASCULAR SYSTEM,Fetal Circulation,4.5,10
Marrow,Paediatrics,CARDIOVASCULAR SYSTEM,Acyanotic Congenital Heart Diseases,4.5,25
Marrow,Paediatrics,CARDIOVASCULAR SYSTEM,Cyanotic Congenital Heart Diseases,4.5,23
Marrow,Paediatrics,GENITO-URINARY SYSTEM,Paediatric Nephrology,4.5,30
Marrow,Paediatrics,GENITO-URINARY SYSTEM,Paediatric Urology,4.4,16
Marrow,Paediatrics,NEUROLOGY,Disorders of the Nervous System,4.4,32
Marrow,Paediatrics,ENDOCRINE SYSTEM,Disorders of Thyroid,4.4,18
Marrow,Paediatrics,ENDOCRINE SYSTEM,Congenital Adrenal Hyperplasia and Related Disorders,4.4,22
Marrow,Paediatrics,ENDOCRINE SYSTEM,Disorders of the Pituitary Gland,4.4,13
Marrow,Paediatrics,ENDOCRINE SYSTEM,Disorders of Puberty,4.4,15
Marrow,Paediatrics,CHILDHOOD MALIGNANCIES,Paediatric Hemato-oncology,4.4,24
Marrow,Paediatrics,CHILDHOOD MALIGNANCIES,Solid Neoplasms of Childhood,4.4,34
Marrow,Paediatrics,MUSCULOSKELETAL SYSTEM,Musculoskeletal Disorders,4.4,12
Marrow,Paediatrics,PAEDIATRIC RHEUMATOLOGY,Paediatric Rheumatology,4.4,15
Marrow,Paediatrics,HEMATOLOGY,"Paediatric Hematology - Introduction, Bleeding, and Clotting Disorders",4.4,18
Marrow,Paediatrics,HEMATOLOGY,Paediatric Anemias,4.4,24
Marrow,Obstetrics & Gynaecology,FUNDAMENTALS OF REPRODUCTION,Anatomy of Female Pelvic Organs,4.5,26
Marrow,Obstetrics & Gynaecology,FUNDAMENTALS OF REPRODUCTION,The Physiology of Conception,4.5,15
Marrow,Obstetrics & Gynaecology,FUNDAMENTALS OF REPRODUCTION,Maternal Pelvis and Fetal Skull,4.5,16
Marrow,Obstetrics & Gynaecology,FUNDAMENTALS OF REPRODUCTION,Placenta and Fetal Membranes,4.5,26
Marrow,Obstetrics & Gynaecology,FUNDAMENTALS OF REPRODUCTION,"Sexual Development, Puberty and Adolescence",4.5,25
Marrow,Obstetrics & Gynaecology,NORMAL PREGNANCY AND ANTENATAL CARE,Physiological Changes During Pregnancy,4.5,24
Marrow,Obstetrics & Gynaecology,NORMAL PREGNANCY AND ANTENATAL CARE,Diagnosis of Pregnancy and Antenatal Care,4.5,21
Marrow,Obstetrics & Gynaecology,NORMAL PREGNANCY AND ANTENATAL CARE,Antenatal Investigations,4.6,15
Marrow,Obstetrics & Gynaecology,NORMAL PREGNANCY AND ANTENATAL CARE,Obstetrical Imaging,4.4,17
Marrow,Obstetrics & Gynaecology,LABOR AND PUERPERIUM,Normal Labour,4.5,29
Marrow,Obstetrics & Gynaecology,LABOR AND PUERPERIUM,Abnormal Labour,4.5,21
Marrow,Obstetrics & Gynaecology,LABOR AND PUERPERIUM,Induction and Augmentation of Labour,4.5,17
Marrow,Obstetrics & Gynaecology,LABOR AND PUERPERIUM,Malpresentations,4.5,23
Marrow,Obstetrics & Gynaecology,LABOR AND PUERPERIUM,Operative Vaginal Delivery,4.5,15
Marrow,Obstetrics & Gynaecology,LABOR AND PUERPERIUM,Caesarean Section and Vaginal Birth After Caesarean (VBAC),4.4,18
Marrow,Obstetrics & Gynaecology,LABOR AND PUERPERIUM,Puerperium,4.4,24
Marrow,Obstetrics & Gynaecology,OBSTETRIC COMPLICATIONS,Multifetal Pregnancy,4.5,26
Marrow,Obstetrics & Gynaecology,OBSTETRIC COMPLICATIONS,Ectopic Pregnancy,4.5,19
Marrow,Obstetrics & Gynaecology,OBSTETRIC COMPLICATIONS,Abortion and Medical Termination of Pregnancy,4.5,26
Marrow,Obstetrics & Gynaecology,OBSTETRIC COMPLICATIONS,Antepartum Hemorrhage,4.5,23
Marrow,Obstetrics & Gynaecology,OBSTETRIC COMPLICATIONS,Postpartum Haemorrhage,4.5,22
Marrow,Obstetrics & Gynaecology,OBSTETRIC COMPLICATIONS,Preterm Labor and Postterm Pregnancy,4.5,24
Marrow,Obstetrics & Gynaecology,OBSTETRIC COMPLICATIONS,Gestational Trophoblastic Diseases,4.5,22
Marrow,Obstetrics & Gynaecology,MEDICAL AND SURGICAL COMPLICATIONS IN PREGNANCY,Anemia in Pregnancy,4.4,16
Marrow,Obstetrics & Gynaecology,MEDICAL AND SURGICAL COMPLICATIONS IN PREGNANCY,Hypertensive Disorders in Pregnancy,4.5,30
Marrow,Obstetrics & Gynaecology,MEDICAL AND SURGICAL COMPLICATIONS IN PREGNANCY,Diabetes in Pregnancy,4.4,19
Marrow,Obstetrics & Gynaecology,MEDICAL AND SURGICAL COMPLICATIONS IN PREGNANCY,Cardiovascular Conditions in Pregnancy,4.5,22
Marrow,Obstetrics & Gynaecology,MEDICAL AND SURGICAL COMPLICATIONS IN PREGNANCY,Rhesus Isoimmunization,4.5,15
Marrow,Obstetrics & Gynaecology,MEDICAL AND SURGICAL COMPLICATIONS IN PREGNANCY,Hepatic Disorders and Infections in Pregnancy,4.4,25
Marrow,Obstetrics & Gynaecology,GENERAL GYNAECOLOGY,Disorders of Menstruation,4.5,20
Marrow,Obstetrics & Gynaecology,GENERAL GYNAECOLOGY,Uro-gynaecology,4.5,23
Marrow,Obstetrics & Gynaecology,GENERAL GYNAECOLOGY,Prolapse,4.5,24
Marrow,Obstetrics & Gynaecology,GENERAL GYNAECOLOGY,Fibroid,4.5,26
Marrow,Obstetrics & Gynaecology,GENERAL GYNAECOLOGY,Endometriosis and Adenomyosis,4.5,18
Marrow,Obstetrics & Gynaecology,GENERAL GYNAECOLOGY,Disorders of Ovary,4.5,14
Marrow,Obstetrics & Gynaecology,GENERAL GYNAECOLOGY,Contraception and Sterilization,4.5,27
Marrow,Obstetrics & Gynaecology,GYNAECOLOGIC INFECTIONS,Vaginal Infections,4.5,23
Marrow,Obstetrics & Gynaecology,GYNAECOLOGIC INFECTIONS,Vulval Infections,4.6,13
Marrow,Obstetrics & Gynaecology,GYNAECOLOGIC INFECTIONS,Pelvic Inflammatory Disease,4.5,24
Marrow,Obstetrics & Gynaecology,GYNAECOLOGIC INFECTIONS,Genital Tuberculosis,4.4,9
Marrow,Obstetrics & Gynaecology,INFERTILITY AND MENOPAUSE,Infertility,4.4,24
Marrow,Obstetrics & Gynaecology,INFERTILITY AND MENOPAUSE,"Perimenopause, Menopause and Post-Menopausal Bleeding",4.5,17
Marrow,Obstetrics & Gynaecology,GYNAECOLOGIC ONCOLOGY,Ovarian Tumors,4.5,25
Marrow,Obstetrics & Gynaecology,GYNAECOLOGIC ONCOLOGY,Vulval & Vaginal Malignancy,4.5,14
Marrow,Obstetrics & Gynaecology,GYNAECOLOGIC ONCOLOGY,Carcinoma Cervix,4.5,27
Marrow,Obstetrics & Gynaecology,GYNAECOLOGIC ONCOLOGY,Carcinoma Endometrium,4.5,18
Marrow,Obstetrics & Gynaecology,INSTRUMENTS,Instruments,4.5,22
Marrow,Previous Year Question Papers,ANATOMY,Anatomy AIIMS 2017,4.5,23
Marrow,Previous Year Question Papers,ANATOMY,Anatomy AIIMS 2018,4.5,22
Marrow,Previous Year Question Papers,ANATOMY,Anatomy AIIMS 2019 (May & Nov),4.5,19
Marrow,Previous Year Question Papers,ANATOMY,Anatomy AIIMS 2020 (May and Nov INI-CET),4.6,24
Marrow,Previous Year Question Papers,ANATOMY,Anatomy NEET 2018,4.5,14
Marrow,Previous Year Question Papers,ANATOMY,Anatomy NEET 2019,4.5,18
Marrow,Previous Year Question Papers,ANATOMY,Anatomy NEET 2020,4.6,17
Marrow,Previous Year Question Papers,ANATOMY,Anatomy INI-CET 2021,4.6,23
Marrow,Previous Year Question Papers,ANATOMY,Anatomy NEET 2021,4.6,7
Marrow,Previous Year Question Papers,ANATOMY,Anatomy INI-CET 2022,4.6,37
Marrow,Previous Year Question Papers,ANATOMY,Anatomy NEET 2022,4.6,5
Marrow,Previous Year Question Papers,ANATOMY,Anatomy NEET 2023,4.6,8
Marrow,Previous Year Question Papers,ANATOMY,Anatomy INI-CET 2023,4.6,25
Marrow,Previous Year Question Papers,ANATOMY,Anatomy INI-CET 2024,4.6,24
Marrow,Previous Year Question Papers,ANATOMY,Anatomy NEET 2024,4.6,10
Marrow,Previous Year Question Papers,ANATOMY,Anatomy INI-CET 2025,4.6,23
Marrow,Previous Year Question Papers,ANATOMY,Anatomy NEET 2025,4.6,10
Marrow,Previous Year Question Papers,PHYSIOLOGY,Physiology AIIMS 2017,4.5,20
Marrow,Previous Year Question Papers,PHYSIOLOGY,Physiology AIIMS 2018,4.5,23
Marrow,Previous Year Question Papers,PHYSIOLOGY,Physiology AIIMS 2019 (May & Nov),4.5,15
Marrow,Previous Year Question Papers,PHYSIOLOGY,Physiology AIIMS 2020 (May and Nov INI-CET),4.6,24
Marrow,Previous Year Question Papers,PHYSIOLOGY,Physiology NEET 2018,4.5,14
Marrow,Previous Year Question Papers,PHYSIOLOGY,Physiology NEET 2019,4.5,19
Marrow,Previous Year Question Papers,PHYSIOLOGY,Physiology NEET 2020,4.6,17
Marrow,Previous Year Question Papers,PHYSIOLOGY,Physiology INI-CET 2021,4.6,22
Marrow,Previous Year Question Papers,PHYSIOLOGY,Physiology NEET 2021,4.6,5
Marrow,Previous Year Question Papers,PHYSIOLOGY,Physiology INI-CET 2022,4.6,31
Marrow,Previous Year Question Papers,PHYSIOLOGY,Physiology NEET 2022,4.6,6
Marrow,Previous Year Question Papers,PHYSIOLOGY,Physiology NEET 2023,4.6,9
Marrow,Previous Year Question Papers,PHYSIOLOGY,Physiology INI-CET 2023,4.6,23
Marrow,Previous Year Question Papers,PHYSIOLOGY,Physiology INI-CET 2024,4.6,31
Marrow,Previous Year Question Papers,PHYSIOLOGY,Physiology NEET 2024,4.6,14
Marrow,Previous Year Question Papers,PHYSIOLOGY,Physiology INI-CET 2025,4.6,24
Marrow,Previous Year Question Papers,PHYSIOLOGY,Physiology NEET 2025,4.6,5
Marrow,Previous Year Question Papers,BIOCHEMISTRY,Biochemistry AIIMS 2017,4.6,19
Marrow,Previous Year Question Papers,BIOCHEMISTRY,Biochemistry AIIMS 2018,4.6,21
Marrow,Previous Year Question Papers,BIOCHEMISTRY,Biochemistry AIIMS 2019 (May & Nov),4.5,18
Marrow,Previous Year Question Papers,BIOCHEMISTRY,Biochemistry AIIMS 2020 (May and Nov INI-CET),4.6,20
Marrow,Previous Year Question Papers,BIOCHEMISTRY,Biochemistry NEET 2018,4.5,16
Marrow,Previous Year Question Papers,BIOCHEMISTRY,Biochemistry NEET 2019,4.5,12
Marrow,Previous Year Question Papers,BIOCHEMISTRY,Biochemistry NEET 2020,4.6,14
Marrow,Previous Year Question Papers,BIOCHEMISTRY,Biochemistry INI-CET 2021,4.6,24
Marrow,Previous Year Question Papers,BIOCHEMISTRY,Biochemistry NEET 2021,4.6,12
Marrow,Previous Year Question Papers,BIOCHEMISTRY,Biochemistry INI-CET 2022,4.5,27
Marrow,Previous Year Question Papers,BIOCHEMISTRY,Biochemistry NEET 2022,4.6,10
Marrow,Previous Year Question Papers,BIOCHEMISTRY,Biochemistry NEET 2023,4.7,15
Marrow,Previous Year Question Papers,BIOCHEMISTRY,Biochemistry INI-CET 2023,4.6,17
Marrow,Previous Year Question Papers,BIOCHEMISTRY,Biochemistry INI-CET 2024,4.6,19
Marrow,Previous Year Question Papers,BIOCHEMISTRY,Biochemistry NEET 2024,4.7,21
Marrow,Previous Year Question Papers,BIOCHEMISTRY,Biochemistry INI-CET 2025,4.6,22
Marrow,Previous Year Question Papers,BIOCHEMISTRY,Biochemistry NEET 2025,4.6,11
Marrow,Previous Year Question Papers,PHARMACOLOGY,Pharmacology AIIMS 2017,4.5,32
Marrow,Previous Year Question Papers,PHARMACOLOGY,Pharmacology AIIMS 2018,4.6,35
